Tweets;Hatespeech
"Was regen wir uns auf.......der Zug ist eh abgefahren, davon sehen wir eh nur die Rücklichter!!! Wir sind zuviele Menschen auf dem Planeten....haben Krankheiten zu gut im Griff, sonst würde es sich auf natürlichem Wege etwas verbessern. Es gibt immer mehr spezielle Technik, der Mensch wird immer mehr ersetzbar und überflüssig. Man verkauft uns die E Mobilität als ""gut für die Welt""... Blödsinn.......es müssen immer mehr Menschen ernährt werden...doch wo?! Wir nehmen den Pflanzen und anderen Tieren immer mehr Lebensraum....!! Wo, wie, wann und womit kann d a s noch verändert werden? Wir Menschen bringen uns gaaaannnnzzzzz langsam aber zielstrebig das Leben, es fällt nur noch nicht allen auf das unser Luxusleben dafür die Ursache ist.....-arme Generationen die nach uns am Leben sind und damit klar kommen sollen.....arme Enkel und Urenkel ect ect ect........";1
Wer bei anderen nichts auszusetzen hat als die Rechtschreibung....;0
Das erste Wochenende 2019.... also endlich wieder Huuuuiiiiii <U+0001F6B4><U+200D><U+2642><U+FE0F><U+0001F4A8>;0
Unzensuriert:Rote Abzocke: Poker-Millionär zapft in SPÖ-Gemeinde Wiener Wasser ab: Brunnsee in den Wildalpen Foto: Uoaei1 / Wikimedia CC BY-SA 4.0 Heute Mittwoch, 12. Juni, wird die FPÖ im Parlament einen Wasserschutz-Antrag einbringen. Dadurch soll die… https://t.co/Omsrv50Puk;0
Isch will nischt. |LBR| Isch will wirklisch nicht.;0
MDR: 'Flüchtling' wird vergewaltigt, die Täter sind 'Asylbewerber'  #Qualitätsjournalismus  https://t.co/KT247NVOnI https://t.co/PxWWqPWcHE;0
"War mit #CovingtonBoys deutlich sichtbar geworden. |LBR| Sie sind es auch mit ""Hatespeech"" Unterdrückung etc.";0
100.000 das haben diese Realitätsverweigerer noch nicht begriffen - ohne TV Plattformen;1
Mr. FakeNews wieder bei der Arbeit.Die #Bundesnotbremse war wirkungslos (gelogen) und hat nur den Umfragewerten der #NoAFD genützt (dieses verlogene #Drecksblatt ist daran schuld, dass die #FCKAFD im Bundestag sitzt).#HaltDieFresseBild https://t.co/H8qaTOnHgD;1
Am 20.06. den Rassistenaufmarsch zum Desaster machen. Derzeitiger Ort: Rossmarkt #NoNazis #nowow2006 #StopWoW #Nofragida;1
Wer bekommt auf dem Land Wohneigentum Günstig? Die Leute die Mindestlohn bekommen schon mal nicht. WohnEIGENTUM ist nun mal nichts das sich mal eben die Hälfte der Deutschen Leisten kann. Und Günstige Wohnungen auf dem Land sind auch Schwierig denn die haben meistens weit mehr qm als in der Stadt. Ich halte Viel von Enteignungen wenn die Enteigneten scheiße Bauen. Damals wars die Kirche die enteignet wurde (sollte man heute auch mal wieder in Betracht ziehen) und heute eben so unsägliches Gesindel wie Vonovia und Deutsche Wohnen.;0
Mehr Bürgerbeteiligung bei politischen Entscheidungen kommt dann.;0
Ja, die Zeit davor. Um die Finanzkrise herum. Warst du vllt noch ein kleiner Hüpfer ??;0
Lügen! Am 10. Mai feierte Israel den Jerusalemer Tag. Israel tanzte zu ihren Liedern und feierte den Feiertag. Sehen Sie sich das Video an. Während des Feiertags wurde Israel aus dem Gazastreifen angegriffen.https://t.co/ThTVK8uj3y https://t.co/pkial1Qi0x;0
Klarnamen sind doch vollkommen OK. Schließlich heiße ich Fox Mulder und ich bin sicher, dass die Regierung das nicht bezweifeln wird. ^^;0
#haymat Die hier geäußerten Stellungsnahmen über die #haymat, scheint dieses Wort,eine Türkische Bezeichnung von Heimat zu sein!  Also in Deutschland,wo ich geboren u mit allen Grundbedürfnissen aufgewachsen bin u das i Sicherheit!  Bildungs u Aufstiegs Chancen;0
Danke Greta und hab auch ein schönes Wochenende ??????;0
Zum Glück keine bösen Querdenker ?? https://t.co/1ZEFMK9wmv;0
Infantiles, reaktionäres Geschwätz ist das, was der Eingangskommentator da entäußert.;1
Kann man nicht erst schauen, ob man gegen Corona Immun ist, bevor man sich impfen lässt? So wie bei Masern, Windpocken, Hepatitis Außerdem würde das dich Impfstoffe einsparen.........;1
Abfallhaufen sollte man nicht zum leben erwecken;0
#Neustadt a.d. Weinstraße: Neues #Hambacher Fest. Der von eingeladene Ökonom „Wenn Hambach ein Bundesland wäre, müsste es #Sachsen heißen!“ - großer Applaus. https://t.co/KzeG5zLIvw;0
Homosexuelle gegen #Islamophobia  Wo kommt nur die ganze Blödheit in #Europa her ?     Warum steigen solche Figuren nicht gleich in den Tigerkäfig und beweisen das der Tiger nur spielen will.     #Islamisierung #ReligionofPeace https://t.co/ykxL819g3I;1
Zehn Männer in langen Gewändern stürmen Bahnhofshalle und brüllen 'Allahu Akbar'.  Weil die Polizei einschreitet, wittern Moslems jetzt #Rassismus, zumal die Gläubigen nur mit einem Messer bewaffnet waren.  https://t.co/235Tc1ctuc #Köln;0
"Spielen bei diesen ""Lösungen"" die deutschen Waffen eine tragende Rolle?";0
"Sie ist noch nicht geübt darin mit der Presse zu sprechen.Bin keine Grüne und wähle die auch nicht. Jedoch nervt es langsam, dass man scheinbar jeden Tag was ""findet"". Wie würde es euch gehen, wenn man genau das mit euch täte? Nicht lustig der Gedanke, oder?";0
"👮🏻‍♂️ Großrazzia bei #irak'ischer Organisation 'Aal Salam 313' in 🇩🇪  wegen Waffenhandel, Schleuserkriminalität &amp; Paßfälschung.  34 Beschuldigte.     #Essen #Dortmund #Siegburg  https://t.co/r3CPqD1sHl";0
so eine dumme Aussage. Würde es keine Putzfrauen geben dann wären Krankenhäuser, Altenheime Bahnhofstoiletten und und und völlig verleimt. Dann würden Menschen wie Sie sich wieder bescheren weil ja nicht geputzt wurde. Vielleicht sollten Sie mal anfangen und Menschen die die scheiße andere wegwischen mit mehr Respekt entgegen treten. Auch sollten Sie Ihrer Frisörin dankbar sein, dass sie Ihnen die Haare macht. Denn ich die Arbeiten im unteren Level der Gehaltsstufe. Also bitte mehr Respekt vor Menschen die sich Tag für Tag krumm legen um halbwegs über die Runden zu kommen ohne vom mit leben zu müssen. Das diesen Menschen dann ein anrechnungsfähige Rente zustehen sollte die nicht unterhalb des Existenzminimum ist sollte jeden vollhonk kalt sein. Aber Sie scheinen ja ziemlich arrogant zu sein und Menschen mit geringen Einkommen nicht ernst zu nehmen. Sie sollten sich schämen.;0
Was denn nicht verstanden? Dass Karl lügt, und zwar immer? Doch, doch. https://t.co/pqoEV90J2I;1
"Ganz ehrlich, da wünscht man sich doch den guten alten mittelalterlichen Pranger zurück wo man solche Leute an selbigen stellt. Ich weiß ich weiß... nicht ethisch...bla bla...aber ganz ehrlich...ihr würdet doch auch gerne mal den ein oder anderen da hin stellen ;)";0
???? Ach bist du das? Sicher?Meinst du eigentlich Impfung funktioniert nur über Spritzen?Schon mal dran gedacht was so im Wasser ist? Oder in chemtrails?;0
"Die AfD ist hier sicher nicht die erste Partei die mir jetzt in den Sinn kommt. - Erstmal geht es darum eklatante falsche Selbsverständnisse zu entlarven. Es wird, öffentlich-zwangsfinanziert breitgetreten was die letzten 10+x Jahre Thema in Fachausschüssen gewesen sein sollte und in Empfehlungen für die ""stabilen Koalitionen"" der vergangenen Legislaturperioden hätte münden sollen. Wenn es um Alternative Gedanken zu diesem GENERATIONENÜBERGREIFENDEN Thema geht, sollten nicht Parteien mit Strukturen aus dem letzten Jahrtausend rauf und runter den Ton angeben. Auf den Wahlzetteln jüngst standen wieder 30 Parteien. Einige davon werden durch nichts anderes als Idealismus am leben gehalten. - Und wer darf sich zwangsgebührenfinanziert darstellen? - Die REAGIERENDEN regierungsparteien.";0
Der politische #Islam ist im Kern antisemitisch, antichristlich und zutiefst undemokratisch - er gehört nicht zu #Deutschland! https://t.co/h8AfgOqPMI;1
Es gibt mit #H4 145,04 € für Lebensmittel und Getränke im Monat, also 4,83 € pro Tag und nicht 1,45 € pro Tag. |LBR| Wir sind eine dreiköpfige Familie und verbrauchen im Monat für Lebensmittel ca 300 €, bleiben also deutlich unter dem #H4-Satz. |LBR| Es ist eine Frage des Wollens.;0
Eure feuchten Kommunisten Träume werden auch weiter Träume bleiben. Der Sozialismaus und der Kommunismus ist tot.;1
Es giebt dazu keine wirklich Gute Statistik denn außer Nazis interessiert es niemanden wo her ein Täter kommt oder welche Sprache ein Täter spricht oder gar welchen Glauben ein Täter hat. Das sind wirklich nur Dinge die Rechte Idioten wissen wollen;0
Wo findet Ihr immer solche Dummschwätzer und Dissidenten die für paar Euro schovinistisch seines Gleichen gut und gerne schlecht redeen ?!? Und wie lang regiert Merkel ?!? Ach ja, Sie wurde genauso gewählt wie Putin und Lukashenko.;1
ich habe vor einiger Zeit ein Bericht gesehen. Leider habe ich die Zahlen nicht mehr im Kopf. Der Bauer hat für sein Bio Fleisch mehr Geld bekommen . Der Discounter hat aber am meisten daran verdient. Finde den Fehler. Was der Discounter drauf geschlagen hat ,war mehr als Wucher.;0
Wenn du meinst, dass es das Szenario beschreibt.;0
Es ist #Faschismus. Das ist vollkommen klar. Jeder der sich ein wenig mit dem Holocaust beschäftigt hat und vor allem mit dem jüdischen Leben vorher, muß die Parallelen erkennen. Allein die Impfpriorisierung der Barmer spricht eine deutliche Sprache #Euthanasie;1
Ein sehr einfältiger mensch meiner meinung nach. Er fliegt und fliegt und fliegt doch auch immer weiter um die Welt.;1
ist per definitionem Faschist. Er liebt die Verschränkung von Wirtschaft und Politik, sogar am liebsten, wenn er durch seinen Mann am Maskenverkauft verdient. Wo ist da Ihre Kritik am Faschisten? Genauso wie in jeder dieser BRD-Parteien!;1
Die war mal nötig, wurde heute außergewöhnlich häufig von Nazis kontaktiert.;0
"Wenn Ali ""Scheiß Jude"" brüllt, dann wird das als Rechts eingeordnet.Was soll einem jetzt also diese Statistik sagen? Umfragen von Juden haben ergeben, dass die meisten Angriffe von Muslimen und Linken kommen. Auch wenn das für dich ein Dorn im Auge ist.";0
Sehr gut die Diskursstrategie der Neuen Rechten und ihren rechten Gramscismus auf den Punkt gebracht.;1
Euch ist schon klar das jeder von euch den Staat supportet... ihr kämpft mit der Macht.. gegen die Bevölkerung... Schmutz ihr seid!;1
Dummer Mensch ist der Fachbegriff. Da wundere ich mich das so etwas nie in den Medien gezeigt wird oder das eine Frau Baerbock nicht darauf angesprochen wird. Diese radikalen findet sehr häufig bei den Grünen und den Linken.Hetze gegen Deutschland.;1
Frau Weidel, echt jetzt? Genau DAS ist die AfD. Und viele Ihre Wähler feiern es, eben weil sie homophob bis zum geht nicht mehr sind. Und rassistisch. Und sexistisch. Und reaktionär. Eigentlich müssten Sie die Partei auflösen, ginge es danach. ??;1
George Weinberg war mit seinen politischen Parolen auf Plattitüden-Niveau und der Verteidigung von Trumps Lügen einfach nur peinlich.;1
Dieser Kommentare gehen mir derart auf die Nerven!;0
Auf der Flucht 50 mal ins Messer fallen lassen;1
Komisch, dass die Querdenker und Covidioten sich jetzt schwarz kleiden.Sind bestimmt undercover, um die Antifa reinzureiten!;1
Was unterscheidet einen Judenhasser von einen Islamhasser?<U+0001F914>;0
Trittin sitzt immer noch im Bundestag! https://www.focus.de/politik/deutschland/schreckliches-versagen-bis-zu-1000-opfer-die-gruenen-waten-reumuetig-durch-den-paedophilie-sumpf_id_4696028.html;1
Michael Friedrich Vogt: Hintergründe zu Rufmord und Verleumdung https://t.co/XoRsRUr9T4 https://t.co/Zjp916Jkzh;0
Guter Tweet, aber klick doch auch mal auf mein Profil und fave einen Tweet von mir oder folge mir doch einfach.;0
Ich sehe Menschen mit Masken demonstrieren gegen hohe Mieten, die Polizei eskaliert die Situation.Ich sehe Querdenker ihre Verschwörungsmärchen verbreiten ohne Maske und ohne Abstand. Die Polizei winkt ihnen zu.;0
Da muss man sich zwischen Kulturaustausch und CO2-Emissionen entscheiden? So ein Mist aber auch...;0
ef:'Webseite der ARD-Nachrichtensendung über Touristen und Heuschrecken: Die Plagen der „Tagesschau“: Webseite der ARD-Nachrichtensendung über Touristen und Heuschrecken: Die Plagen der „Tagesschau“ https://t.co/9EBxkyQfLh ';0
Das ist ja der Knaller!!!  Die und Waffen zum Schutz gg Rechte.....????  Wer in Deutschland, außer die Polizei trägt Waffen und benutzt sie auch???  Ich habe in Deutschland in den letzten 15 Jahren nicht einen einzigen Rechtsradikalen gesehen, ihr etwa? https://t.co/I3tdpB3V8a;0
Liegt halt irgendwie in der Natur der Deutschen, da gerne mal wegzugucken. Hat sich seit 1933 nicht viel getan.;1
Wir sollten anfangen die von  zu suchen die keine Korruption mit Masken, Autokraten oder sonstigen Lobbyisten gemacht haben, um sich teilw. an der Not anderer zu bereichern. Bei allen wo es keine Beweise für die Unschuld gibt können wir annehmen, dass sie  korrupt sind.;0
Komm schon, bis vor 1 Woche wussten nur die Handball-Fans dass überhaupt eine WM stattfindet, und dann kommt das Party-Volk dazu, das z.T. seinen Fahnenkult ausleben möchte! Das regt mich auf!;0
Pest und Cholera.;1
Die hatte doch schon immer einen weg. Kommt von zuviel Drogen und AlK;1
wir brauchen nicht noch mehr yuppiedreck in dieser stadt, vor allem nicht wenn linke jugendkultur darunter leidet.;1
Es gibt auch ganz einfache Entscheidungen: Wollt ihr von Kevin und seiner SPD regiert werden? JA? oder NEIN? 💙💪💙💪💙💪💙;0
„Bis 2050 sinkt der Autoverkehr in den Städten der Industrieländer um 81 % der Wohnraum schrumpft pro Einwo. um 25 %. Und in ein Flugzeug steigen die Bürger eines Industrielandes nur noch alle 3 Jahre.“ ?????? #Diktatur #TotaleÜberwachung #TheGreatResethttps://t.co/AyXoze3Z86;0
Sparkassen, früher seriös und gemeinnützig, sind inzwischen auf 'Banker-Niveau' herabgesunken.    Sparkasse Werra-Meißner Staatsanwaltschaft ermittelt gegen Private-Banking-Berater https://t.co/bPCeLj66fB;0
Also bitte! Wer Angst, oder Bedenken gegen diese Impfung hat, lässt sich psychologisch nicht erklären...eher mit gesundem Menschenverstand! Eine richtige und gute Impfung benötigt mindestens 5 Jahre.... keine 5 Monate!;1
wir sind halt kreativ. 😁;0
Schock für Angela Merkel: Mutter der Kanzlerin ist tot.    Jeder reagiert anders im Schockzustand der großen Trauer. https://t.co/1pF5PNBwPL;0
DIESE VERHURTEN DRECKSFOTZENKACKSCHEISS KIRCHENGLOCKEN!!! |LBR| Euer VERFICKTER IMAGINÄRER FREUND interessiert MICH NICHT!!! |LBR| Ich will SCHLAFEN!!;1
Man kann sich durch Schwule trotzdem angeekelt fühlen ohne eine Phobie entwickeln zu müssen. Kenne auch einen und finde Ihn menschlich i. O.;1
Geb bitte endlich zu, dass du nur noch wegen dem Geld in der Partei bist.;0
Stimmt es, dass der Querdenker Jan Josef Liefers für diesen Tatort 100.000€, finanziert durch die Rundfunkgebühren, bekommen hat?!#allenichtganzdicht #tatortdichtmachen;0
Mal davon abgesehen, dieses Bundesland duerfte wohl eines der konservatisten sein. Sollte man auch betrachten als Journalist.;0
Die Evangelische Kirche ist schon seit Jahren zu einer Sozialarbeiter-Dienstleistungsgesellschaft mutiert! Keine Spiritualität!;1
Korrektur: AfD ist das Gegenwicht für Ewiggestrige und Idioten.#fckafd;1
An das ganze Team von „Die Kanzlei“, ist Euch wirklich nichts zu Elend ????????? |LBR| <U+0001F92E><U+0001F922><U+0001F92E><U+0001F922><U+0001F92E><U+0001F922><U+0001F92E><U+0001F927><U+0001F927><U+0001F975><U+0001F975><U+0001F976>;1
2/2  endgültig zur Strunzenddummheit verurteiltes Kind bekommt nen Ehren-Doktortitel - das ist kaum noch zu toppen! 👏👏👏;0
Die Faschistoiden Mechanismen wurden allerdings von weißen Männern erdacht.;1
Alles der gleiche Typ Mensch. Wer jetzt noch fragt wie die Lager möglich waren braucht sich nur die Leute mit den roten Punkten anzuschauen oder die ZeroCovid deppen.;1
HASS verbreiten MANCHE Zuwanderer..wie am Wochenende in zahlreichen Schwimmbädern. Und der wird durch die hypertoleranten Helferlein , die gerne Redeverbote und Tabus verhängen, noch gefördert.;1
Merz ist doch auch nicht mehr als ein weiterer Heuchler ...;0
Unterstützen Sie die Hamas bitte vor Ort.;0
Und? was schlägt Herr Sommer denn nun vor? Nur Kritik üben ist leicht.;1
Am besten erst alles lesen, sich ausführlich informieren und sich erst dann äussern. Okay!?;0
So eine 'mutige' Berichterstattung (#Pfingsten = Drogentrip) würde ich mir mal wünschen, wenn sich weltweit Millionen Bärtige mit dem Gesicht zu Boden Richtung #Mekka werfen.  Na, wie wär's, https://t.co/L3lhycmkU6;0
Die personifizierte Arroganz, verdreht Hajo Friedrichs Diktum ins Gegenteil. Wir bezahlen mit unseren #GEZ-Zwanggebühren eine Frau, die sich Journalistin nennt, aber ihren Beruf pervertiert.;1
An den vertanen Chancen, dem laissez-fair, tragen   #Lindern und #Kubicki mit ihren ignoranten Auftritten in den Talkshows massgeblich bei. Sie setzen in dieser sensiblen Zeit durchweg falsche Signale an die Bevölkerung, nicht nur an die #Querdenker.;0
Deine aussagen sind vollkommen daneben) zahlen leute keine steuern hab sie nich das recht Häusern zu wohnen so einfach ist das so funktioniert rechtsstaat...davon verstehen moslems nix da macht man ehrenmorde und so nen scheiß;1
Für diesen Kommentar könnte Sie Frau Mihalic als Polizistin verhaften :-);1
