,Text
917,schauen sie sich nochmal der mitteilung aus nrw -- ich sehen da kein groß migrantenanteil -- obgleich dort so vieler leben -- für der zu viele --
918,zuviel fremdwörter -- mancher davon nicht mal in der deutsch vatersprache --  ich befürchten es werden nicht verstehen --
919,mein mutter leben noch --   sie können dieser vollidiot erzählen -- wie 1945 minimalismus aussehen -- morgens steckrübe -- mittags steckrübe -- abends steckrübe -- man merken -- dieser gepampert generation greta haben kein ahnung -- ich wünschen der wirklich was sie fordern --
920,und jetzt überlegen mal in der masse wieviel geld der sein
921,ich sein immer noch dafür -- und werden sich für unser freund in norden einsetzen für --  jeder deutsche sollen asyl in der ch beantragen können -- wegen der autokratischen system & amp -- unterdrückung --  wir haben genug platz für unser freund in norden -- -- -- -- -- --
922,nein --  
923,der sein richtig lustig -- der seite können nicht aufrufen werden -- also haben noch niemand der text lesen aber es hageln einiger an kritik -- ziemlich albern kritik -- irgendwas um zu kritisieren aber ohne auch nur ein zeile lesen zu haben --
924,und ihr beispiel der kreditvertrag sein doch echt nur billig polemik --
925,-- afd-anhänger machen nicht 23 % der bevölkerung aus -- sondern 23 % der wählerschaft -- ein teil dieser mensch sein zutiefst überzeugt davon -- dass es kein problem sein -- ein rechtsradikal partei zu wählen -- sie haben teilweise früh npd oder dvu wählen -- --  
926,wo mussen ich denn da klicken um der zu öffnen --  oder sein der bei -- einstellungen -- --
927,für dich legen ich noch zwei scheit nach -- damits schön mollig werden und dampfen -- dazu noch ein glühwein -- hmmm legga --
928,der -- kontext -- machen es noch schlimm -- privat übl nachrede werden als bar münze nehmen und -- unbewiesen -- gegen sich als opfer von rassismus aufführend poc wenden -- wiederholtes politisch gefärbt muster von boris --
929,sein ja ne mega quelle -- sie haben also auch noch nie vertreter von rechter partei auf querdenker demos sehen -- über der wortwahl von lässt sich gewiss streiten -- der quelle in dieser portal erscheinen mir jedoch seriös zu sein -- i like
930,der tun mir sehr leid -- ich sein so froh -- dass sie dieser arbeit machen -- sie erweisen der ganz land ein so wichtig dienst -- ich weiss es helfen nicht gegen dieser zerstörerisch kraft -- aber   wenigtens sein wir vieler laut stimme für sie # teamlauterbach
931,in der notaufnahm stehen man rand der machbaren und # merz bezeichnen der ach so schlimm gendern als einer der groß problem deutschland --   jo -- immer dieser minderheit -- frau und so -- -- -- # illner
932,ich find der witzig -- sie sein allerdings mehr so kampfhund ^^
933,  fr haben ein headline ändern --  corona-neuinfektion -- inzidenz sinken weiter -- rki melden fallzahle   aller änderung auf  
934,hahaaaa -- sie verwechseln da was .. der meister querdenker -- mit ausnahme von einiger schwarz schaf -- -- versuchen gerade der demokratie gegen ihr irrsinnig politik zu verteidigen -- -- --  oder haben der querdenker etwa der grundrecht unter der deckmantel der ifsg einschränken -- -- -- -- --
935,der sein richtig -- der haben # lauterbach aber nicht zu verantworten -- der reden sich seit 15 monat der mund müde und keiner hören drauf --
936,sehe ich 100 % genauso --
937,welcher szenario zutreffen -- wissen ich nicht -- ich tippen auf 2 oder 3. aber aller drei werfen ein schlecht licht auf ihn -- auf sein rolle in verfassungsschutz und auf ein union -- der ihm jahrelang ein hoch amt anvertrauen haben und bis zuletzt verteidigen -- 8 -- 8
938,sein an ein punkt ankommen an der der psychisch schaden durch der lockdown schlimm sein als der gesundheitlich durch der virus --
939,was ein totschlagsrgument -- wenn drogenabhängige sich nach der imofung erstmal herorin spritzen und dann sterben sein bestimmen der impfung schuld --
940,"ne dein freund nennen sich wahrscheinlich -- links“,sind geistig ein wenig behindern und was der hang zu diktatur und autoritär idee angehen stinken sie genauso nach scheiße wie der rechte -- -- -- -- -- -- -- --"
941,energie noch unerschwinglicher zu machen -- sein kein konzept --
942,außerdem sein keiner der produkt der biontech entwickeln -- weder gegen krebs -- noch gegen infektionskrankheit gentherapie nach der eigentlich definition --
943,was sein für dich der groß fehler was ea machen haben --  meine sein der ea so behindern sein und titanfall 2 zwischen battleflied 1 & amp -- call -- duty infinite warfar rausgebracht haben -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- wie behindern können man sein -- -- -- 
944,wer kaufen eigentlich dieser schandblatt -- doch nur geistig tiefflieger und querdenker --
945,was für ein schmarrn -- der binde diskriminieren niemand -- sie stehen für solidarität mit ein minderheit --
946,der dumm aktivist haben sich sein aktion ja auch anders vorstellen --  genau so wie hummels -- manchmal gehen ding schief --  merz und laschet wollen uns hier aber alle auf abstellgleis führen nur damit der 100 reichster der land noch reich werden -- 
947,der haben der falsch sendung sehen oder sein besoffen -- so ein kindergarten -- ne intelligenz kartoffel sollen deutschland wieder stark machen -- -- der -- ja ..... ersparen ich mir --
948,der babymörder sein ein massaker aus israel --                                                    # hopetogazza
949,querdenker sein einfach der -- woran man merken -- dass der deutsch bildungssystem scheitern sein --
950,exakt so sein es -- dieser rumgeheule sein echt nicht mehr zu ertragen --
951,gehen nach china -- -- -- -- und bleiben da -- 
952,ich können kein partei wählen -- der sich nicht klar für ein niedrig-inzidenz-strategie -- z.b. # nocovid -- einsetzen --
953,und nein -- dieser bild sein kein # panikmache -- der sein real # katastrophe in der # pandemie --  # b1617  
954,für schwurbler scheinen der horizont begrenzen zu sein -- sonst wüssen sie -- dass es durchaus auch fachtext in internet geben -- wo man sich informieren können -- ja -- es geben noch ein welt außerhalb von -- bild -- --
955,-- -- -- -- ach sein du der -- sicher --  meinst du eigentlich impfung funktionieren nur über spritze --  schon mal dran denken was so in wasser sein -- oder in chemtrails --
956,respekt sein entscheidung -- und nichts gegen der person --   aber in vergleich mit alois glück sein er ein lecihtmatrose -- es brauchen gestanden leute -- der auhc der bischöfen und der vatikan widerstehen trauen dürfen um mit karl valentin zu sprechen
957,der problem sein leider der vieler mensch 60 + -- sie wählen cdu/csu aus gewohnheit -- haben wir schon immer so wählen -- -- ohne der aktuell versagen -- machenschaft und lüge zu reflektieren -- der werden sich so hart es klingen erst in 15 - 20 jahr ändern wenn sie -- na ja -- -- -- -- -- --
958,-- lieb wir freuen sich auf der wahlkampf mit dir -- --  ein solcher aussage erwarten ich von ein mitglied der bundesvorstand -- und erst recht von ein -- daß für sich anspruch nehmen -- für toleranz und vielfalt zu stehen --
959,vielleicht nur nicht als -- besorgt bürger -- verharmlosen
960,faschos -- wahrscheinlich sein unter   der dummbatze -- der mein herrr jauch beidig zu müssen -- vieler von   eurer stimmvieh -- sein der nicht der nicht widerlich --  # fckafd 
961,der haben sie mal wieder der logik bei der information weggelassen -- mancher patient liegen wegen covid-19 nun mal mehrere monat in der klinik -- bis sie dann leider unrettbar versterben -- aber für querdenker -- -- -- -- -- u. corona-skeptiker können der gar nicht sein -- oder -- -- --
962,weil sie mit antiwissenschaftlich propaganda der kampf gegen hunger in arm land blockieren und dabei gern million tote billigend in kauf nehmen -- mal von impfgegner --   der auf der selber gedankengut aufbauen -- ganz zu schweigen --  
963,ich haben angst der israel sogar der kind in mir töten -- sag nein zu israel terrorismus --  # hopetogaza
964,islamophobie geben es nicht -- selbst wenn es sie geben werden -- sein sie in anbetracht der abscheulich vers über un-und andersgläubig -- etlicher kampfaufrufe -- bis hin zu auslöschung der hebräisch volk mehr als verständlich ....
965,welcher -- erwachsene ohne migrationshintergrund -- haben denn vor der synagoge randalieren --
966,dann musen du aber auch der so hinstellen wenns um anderer land gehen --   1. mai türkei -- polizeigewalt gegen demonstrant -- 1. mai deutschland   polizei gehen gegen randalierer vor -- scheiss doppelmoral -- --
967,uhhh jetzt sein ich aber hart treffen -- weiß gar nicht wie ich der verkraften sollen -- ach was ich geh einfach in der pool und denken waschen arm würstchen --
968,uuuund ein dumm volk -- welcher # neubauer und # baerbock hinterherrennt ohne der hirn -- wenn denn vorhanden -- einschalten --
969,ein ziemlich giftig einstieg in der diskurs --  ich möchten gerne darüber hinwegsehen -- aber bitte sagen sie einfach -- was sie zu sagen haben --  etwas weniger kryptisch -- damit auch liberal dumpfbacke wie ich es verstehen -- sein super --
970,na wenn der der einzig sein -- -- --
971,dass es der globus mit ein -- grönland ohne eis -- nur schlecht gehen können als mit eis sein so lange ein haltlos these -- wie es kein -- modellierung -- geben -- der es überhaupt wagen -- -- -- -- der positiv effekt ein klimawandel zu benennen und mit der negativ zu vergleichen --
972,"der boden der realität sein leider der -- vw verkaufen sich als vorreiter in sache e-mobilität -- letztendlich werden 2020 aber nur 2,5 % vollelektrisch auto verkaufen -- der großteil sein weiterhin klimaschädlich abgasauto und sollen es laut vws plan auch noch lange bleiben --"
973,erstens werden -- wenn überhaupt -- zu sturz ein nicht demokratisch regierung aufrufen -- wer meinung unterdrücken -- andersdenkende ignorieren -- diffamieren und angreifen -- verhindern meinungsvielfalt und diskurs und sein antidemokratisch -- und genau der machen groß teil der presse -- /1
974,sein es nicht karl der mit sein junk studie beweisen wollen -- daß der britisch mutante tödlich sein -- stellen sich nur als fake heraus -- haben karl nicht sagen -- daß laut studie in deutschland 500000 mensch in letzter jahr sterben sollen -- -- --
975,der können sein .. so wie du wissenschaft und logik ablehnsen
976,@fff_koel lol du haben ahnung geben einiger volker der ausschließlich in baum ihr haus bauen und kind scheinst auch nie sein zusein oder schon alle vergessen
977,führerin sein ganz klar merkel --   und nein -- ich sein nicht froh wie es sein -- schlecht gehen es fast nicht mehr --
978,jetzt mussen   aufstellen werden -- -- -- -- -- mit # laschet werden der nächster kanzlerin noch   # baerbock und der können normal denkend mensch nun wirklich nicht wollen -- -- --
979,an brandenburger tor bedrängen und provozieren so daß er sich verbal wehren -- weiter provozieren bis sich der pol einschalten u fuad mit in ein maßnahme nehmen -- so funktionieren sie -- der querdenker --
980,der gut beitrag der tag -- und ich meinen nicht der von dieser herr aus bayern -- -- -- -- --
981,der sein seltsam -- anderer kritisieren doch auch der regierungslinie in sache infektionsschutz und werden nicht von vs beobachten -- z.b. der   fdp -- ich fürchten -- der allein sein es nicht --
982,alle so -- -- rundfunk sein ländersache -- populistisch es in bundesprogramm zu schreiben -- --  böhmermann -- satiriker -- so -- -- afdp --  simon so -- -- aber antisemitismus -- -- -- --  muss mich entschuldigen -- hast recht -- kein reduktion -- der sein whataboutism --
983,# schule und # kita zu -- endlich verbindlich vorgabe an arbeitsplatz -- # maskenpflicht und nicht nur abstand -- welcher in geschlossen raum insb. bei mutant nicht schützen -- zusätzlich # homeoffice maximierung -- bis zu 7-t.-inzidenz & lt;50. alle anderer sein sinnlos -- # covid19
984,ander land werfen man vor der pressefreiheit zu unterdrücken -- -- st der nicht verrückt -- doch der gesellschaft in dieser land -- der all der mittragen -- bereiten mir mehr sorgen --
985,geiler hengst schwanz
986,wie kommen sie auf 27 --   456 impftot in 21 jahr -- nur   corona impftot 429
987,wer zu sturz der demokratisch gewählt regierung aufrufen -- rufen zu bruch der verfassung auf -- wer pressevertreter behindern und tätlich angreifen möchten der pressefreiheit einschränken --
988,und der letzter satz mit der gender-geschiss können er sich schenken und in der poperze applizieren -- der sein moppelkotze --  2 -- 2
989,marktkonform demokratie --  merkel haben unglaublich vieler fehler machen -- zugunsten der unternehmen und zu nachteil der mensch --  nicht nur in d in der ganz eu --  alleine der fehler in letzter jahr sein so unglaublich eklatant --
